template,POS,defn
place,verb-transitive,To determine or announce the place of at the finish Usually in horse racing only the first three horses are placed officially
place,verb-transitive,to recognize or identify a person
place,verb,assign to a job or a home
place,verb,assign to a station
place,verb,recognize as being establish the identity of someone or something
place,verb,identify the location or place of
place,verb,sing a note with the correct pitch
place,verb,put into a certain place or abstract location
place,verb,locate
place,verb,make an investment
place,verb,assign a rank or rating to
place,verb,intend something to move towards a certain goal
place,verb,assign a location to
place,verb,place somebody in a particular situation or location
place,verb,finish second or better in a horse or dog race
place,verb,to arrange for
place,verb,take a place in a competition often followed by an ordinal
place,verb,estimate
plant,verb-transitive,To place or set seeds for example in the ground to grow
plant,verb-transitive,To place seeds or young plants in land sow  plant a field in corn 
plant,verb-transitive,To place spawn or young fish in water or an underwater bed for cultivation  plant oysters 
plant,verb-transitive,To stock with spawn or fish
plant,verb-transitive,To introduce an animal into an area
plant,verb-transitive,To set firmly in position fix  planted both feet on the ground 
plant,verb-transitive,To establish found  plant a colony 
plant,verb-transitive,To fix firmly in the mind implant The right of revolution is planted in the heart of man   Clarence Darrow 
plant,verb-transitive,To station a person for the purpose of functioning in secret as by observing spying or influencing behavior  Detectives were planted all over the store 
plant,verb-transitive,To place secretly or deceptively so as to be discovered or made public  planted a gun on the corpse to make the death look like suicide 
plant,verb-transitive,To conceal hide  planted the stolen goods in the warehouse 
plant,verb,To place a seed or plant in soil or other substrate in order that it may live and grow
plant,verb,To place an object or sometimes a person often with the implication of intending deceit
plant,verb,To place or set something firmly or with conviction
plant,verb,To place in the ground
plant,verb-intransitive,To perform the act of planting
plant,verb-transitive,To put in the ground and cover as seed for growth
plant,verb-transitive,To set in the ground for growth as a young tree or a vegetable with roots
plant,verb-transitive,To furnish or fit out with plants
plant,verb-transitive,To engender to generate to set the germ of
plant,verb-transitive,To furnish with a fixed and organized population to settle to establish
plant,verb-transitive,To introduce and establish the principles or seeds of
plant,verb-transitive,To set firmly to fix to set and direct or point
plant,verb-transitive,To set up to install to instate
plant,verb,fix or set securely or deeply
plant,verb,put firmly in the mind
plant,verb,set up or lay the groundwork for
plant,verb,place into a river
plant,verb,put or set seeds seedlings or plants into the ground
plant,verb,place something or someone in a certain position in order to secretly observe or deceive
plaster,verb-transitive,To cover coat or repair with plaster
plaster,verb-transitive,To cover or hide with or as if with a coat of plaster  plastered over our differences 
plaster,verb-transitive,To apply a plaster to  plaster an aching muscle 
plaster,verb-transitive,To cover conspicuously as with things pasted on overspread  plaster the walls with advertising 
plaster,verb-transitive,To affix conspicuously usually with a paste  plaster notices on all the doors 
plaster,verb-transitive,To make smooth by applying a sticky substance  plaster ones hair with pomade 
plaster,verb-transitive,To make adhere to another surface His hair was plastered to his forehead   William Golding 
plaster,verb-intransitive,To apply plaster
plaster,verb,To cover or coat something with plaster or apply a plaster
plaster,verb,To hide or cover up as if with plaster
plaster,verb-transitive,To cover with a plaster as a wound or sore
plaster,verb-transitive,To overlay or cover with plaster as the ceilings and walls of a house
plaster,verb,apply a heavy coat to
plaster,verb,affix conspicuously
plaster,verb,cover conspicuously or thickly as by pasting something on
plaster,verb,coat with plaster
plaster,verb,dress by covering with a therapeutic substance
plaster,verb,apply a plaster cast to
play,verb-intransitive,To occupy oneself in amusement sport or other recreation  children playing with toys 
play,verb-intransitive,To take part in a game  No minors are eligible to play 
play,verb-intransitive,To participate in betting gamble
play,verb-intransitive,To act in jest or sport  Theyre not arguing in earnest theyre just playing 
play,verb-intransitive,To deal or behave carelessly or indifferently toy See Synonyms at flirt
play,verb-intransitive,To behave or converse sportively or playfully
play,verb-intransitive,To act or conduct oneself in a specified way  play fair an investor who plays cautiously 
play,verb-intransitive,To act especially in a dramatic production
play,verb-intransitive,To be performed as in a theater or on television  A good movie is playing tonight 
play,verb-intransitive,To be received or accepted  a speech that played poorly with the voters 
play,verb-intransitive,To move or seem to move quickly lightly or irregularly  The breeze played on the water 
play,verb-intransitive,To function or discharge uninterruptedly  The fountains played in the courtyard 
play,verb-intransitive,To move or operate freely within a bounded space as machine parts do
play,verb-transitive,To perform or act a role or part in a dramatic performance
play,verb-transitive,To assume the role of act as  played the peacemaker at the meeting 
play,verb-transitive,To perform a theatrical work on or as if on the stage
play,verb-transitive,To present a theatrical performance in a given place  The company played Detroit last week 
play,verb-transitive,To pretend to be mimic the activities of  played cowboy played the star 
play,verb-transitive,To engage in a game or sport  play hockey play chess 
play,verb-transitive,To compete against in a game or sport
play,verb-transitive,To occupy or work at a position in a game  Lou Gehrig played first base 
play,verb-transitive,To employ a player in a game or position  Lets play her at first base 
play,verb-transitive,To use or move a card or piece in a game  play the ace of clubs 
play,verb-transitive,To hit a ball shot or stroke as in tennis  played a strong backhand 
play,verb-transitive,To attempt to keep or gain possession or control of  No foul was called because he was playing the ball 
play,verb-transitive,To bet wager  played ten dollars on the horse 
play,verb-transitive,To make bets on  play the races 
play,verb-transitive,To perform or put into effect especially as a jest or deception  play a joke on a friend 
play,verb-transitive,To handle manage  played the matter quietly 
play,verb-transitive,To use or manipulate especially for ones own interests  played his opponents against each other 
play,verb-transitive,To cause a compact disk or audiocassette for example to emit recorded sounds
play,verb-transitive,To discharge or direct in or as if in a continuous stream  play a hose on a fire 
play,verb-transitive,To cause to move rapidly lightly or irregularly  play lights over the dance floor 
play,verb-transitive,To exhaust a hooked fish by allowing it to pull on the line
play,verb,To act in a manner such that one has fun to engage in activities expressly for the purpose of recreation
play,verb,To take part in amorous activity to make love fornicate to have sex
play,verb,To perform in a sport
play,verb,To participate in the game indicated
play,verb,To compete against in a game
play,verb,To act as the indicated role especially in a performance
play,verb,To produce music using a musical instrument
play,verb,To produce music on the indicated musical instrument
play,verb,To produce music the indicated song or style with a musical instrument
play,verb,To use a device to watch or listen to the indicated recording
play,verb,Contrary to fact to give an appearance of being
play,verb-intransitive,To engage in sport or lively recreation to exercise for the sake of amusement to frolic to spot
play,verb-intransitive,To act with levity or thoughtlessness to trifle to be careless
play,verb-intransitive,To contend or take part in a game  hence to gamble
play,verb-intransitive,To perform on an instrument of music
play,verb-intransitive,To act to behave to practice deception
play,verb-intransitive,To move in any manner especially to move regularly with alternate or reciprocating motion to operate to act
play,verb-intransitive,To move gayly to wanton to disport
play,verb-intransitive,To act on the stage to personate a character
play,verb-transitive,To put in action or motion
play,verb-transitive,To perform music upon
play,verb-transitive,To perform as a piece of music on an instrument
play,verb-transitive,To bring into sportive or wanton action to exhibit in action to execute
play,verb-transitive,To act or perform a play to represent in music action  also to act in the character of to represent by acting to simulate to behave like
play,verb-transitive,To engage in or go together with as a contest for amusement or for a wager or prize
play,verb-transitive,To keep in play as a hooked fish in order to land it
play,verb,behave in a certain way
play,verb,stake on the outcome of an issue
play,verb,play a role or part
play,verb,bet or wager money
play,verb,engage in recreational activities rather than work occupy oneself in a diversion
play,verb,perform on a certain location
play,verb,behave carelessly or indifferently
play,verb,engage in an activity as if it were a game rather than take it seriously
play,verb,be at play be engaged in playful activity amuse oneself in a way characteristic of children
play,verb,consider not very seriously
play,verb,make bets
play,verb,be received or accepted or interpreted in a specific way
play,verb,contend against an opponent in a sport game or battle
play,verb,perform on a stage or theater
play,verb,perform music on a musical instrument
play,verb,exhaust by allowing to pull on the line
plop,verb-intransitive,To fall with a sound like that of an object falling into water without splashing
plop,verb-intransitive,To let the body drop heavily  Exhausted I plopped into the armchair 
plop,verb-transitive,To drop or set heavily with or as if with a plopping sound  plopped the child into the stroller 
plop,verb,To make the sound of liquid hitting a hard surface
plop,verb,To land heavily or loosely
plop,verb,To excrete derived from the plop sound made when excrement hits water in a toilet
plop,verb-intransitive,To fall drop or move in any way with a sudden splash or slap as on the surface of water
plop,verb,drop something with a plopping sound
plop,verb,drop with the sound of something falling into water
plop,verb,set something or oneself down with or as if with a noise
plow,verb-transitive,To break and turn over earth with a plow
plow,verb-transitive,To form a furrow for example with a plow
plow,verb-transitive,To form furrows in with or as if with a plow  plow a field 
plow,verb-transitive,To make or form with driving force  I plowed my way through the crowd 
plow,verb-transitive,To cut through water  plow the high seas 
plow,verb-intransitive,To break and turn up earth with a plow
plow,verb-intransitive,To admit of plowing  Rocky earth plows poorly 
plow,verb-intransitive,To move or progress with driving force  The attackers formed a wedge and plowed through the enemy line 
plow,verb-intransitive,To proceed laboriously plod  plowed through the backlog of work 
plow,verb,Alternative spelling of plough
plow,verb-intransitive,To labor with or as with a plow to till or turn up the soil with a plow to prepare the soil or bed for anything
plow,verb-transitive,To turn up break up or trench with a plow to till with or as with a plow
plow,verb-transitive,To furrow to make furrows grooves or ridges in to run through as in sailing
plow,verb-transitive,To trim or shave off the edges of as a book or paper with a plow See Plow n 
plow,verb-transitive,To cut a groove in as in a plank or the edge of a board especially a rectangular groove to receive the end of a shelf or tread the edge of a panel a tongue etc
plow,verb,to break and turn over earth especially with a plow
plow,verb,move in a way resembling that of a plow cutting into or going through the soil
plow,verb,act on verbally or in some form of artistic expression
pluck,verb-transitive,To remove or detach by grasping and pulling abruptly with the fingers pick  pluck a flower pluck feathers from a chicken 
pluck,verb-transitive,To pull out the hair or feathers of  pluck a chicken 
pluck,verb-transitive,To remove abruptly or forcibly  plucked the child from school in midterm 
pluck,verb-transitive,To give an abrupt pull to tug at  pluck a sleeve 
pluck,verb-intransitive,To give an abrupt pull tug
pluck,verb,To pull something sharply to pull something out
pluck,verb,To gently play a single string eg on a guitar violin etc
pluck,verb,To remove feathers from a bird
pluck,verb,To rob fleece steal forcibly
pluck,verb,To play a string instrument pizzicato
pluck,verb,To pull or twitch sharply
pluck,verb-intransitive,To make a motion of pulling or twitching  usually with at
pluck,verb-transitive,To pull to draw
pluck,verb-transitive,To strip of or as of feathers
pluck,verb-transitive,To reject at an examination for degrees
pluck,verb,sell something to or obtain something from by energetic and especially underhanded activity
pluck,verb,look for and gather
pluck,verb,strip of feathers
pluck,verb,rip off ask an unreasonable price
pluck,verb,pull or pull out sharply
pluck,verb,pull lightly but sharply with a plucking motion
plummet,verb-intransitive,To fall straight down plunge
plummet,verb-intransitive,To decline suddenly and steeply  Stock prices plummeted 
plummet,verb,To drop swiftly in a direct manner to fall quickly
plummet,verb,drop sharply
plunge,verb-transitive,To thrust or throw forcefully into a substance or place Plunge the lobsters head first into a large pot of rapidly boiling salted water   Craig Claiborne 
plunge,verb-transitive,To cast suddenly violently or deeply into a given state or situation The street was plunged in cool shadow   Richard Wright 
plunge,verb-intransitive,To fall or throw oneself into a substance or place  We plunged into the icy mountain lake 
plunge,verb-intransitive,To throw oneself earnestly or wholeheartedly into an activity or situation  plunged into my studies 
plunge,verb-intransitive,To enter or move headlong through something  The hunting dogs plunged into the forest 
plunge,verb-intransitive,To descend steeply fall precipitously  a cliff that plunges to the sea 
plunge,verb-intransitive,To move forward and downward violently  The rider plunged from the bucking horse 
plunge,verb-intransitive,To become suddenly lower decrease dramatically  Stock prices plunged during the banking crisis 
plunge,verb-intransitive,To speculate or gamble extravagantly
plunge,verb,to thrust into water or into any substance that is penetrable to immerse
plunge,verb,to cast or throw into some thing state condition or action
plunge,verb,to baptize by immersion
plunge,verb,to dive leap or rush into water or some liquid to submerge ones self
plunge,verb,to fall or rush headlong into some thing action state or condition
plunge,verb,to pitch or throw ones self headlong or violently forward as a horse does
plunge,verb,to bet heavily and with seeming recklessness on a race or other contest in an extended sense to risk large sums in hazardous speculations
plunge,verb,to entangle or embarrass mostly used in past participle
plunge,verb,to overwhelm overpower
plunge,verb-intransitive,To thrust or cast ones self into water or other fluid to submerge ones self to dive or to rush in Also used figuratively
plunge,verb-intransitive,To pitch or throw ones self headlong or violently forward as a horse does
plunge,verb-intransitive,To bet heavily and with seeming recklessness on a race or other contest in an extended sense to risk large sums in hazardous speculations
plunge,verb-transitive,To thrust into water or into any substance that is penetrable to immerse to cause to penetrate or enter quickly and forcibly to thrust Also used figuratively
plunge,verb-transitive,To baptize by immersion
plunge,verb-transitive,To entangle to embarrass to overcome
plunge,verb,dash violently or with great speed or impetuosity
plunge,verb,thrust or throw into
plunge,verb,begin with vigor
plunge,verb,fall abruptly
plunge,verb,drop steeply
plunge,verb,cause to be immersed
plunge,verb,devote oneself fully to
plunge,verb,immerse briefly into a liquid so as to wet coat or saturate
plunk,verb-transitive,To throw or place heavily or abruptly  plunked the money down on the counter 
plunk,verb-transitive,To strum or pluck a stringed instrument
plunk,verb-intransitive,To drop or fall abruptly or heavily plump  plunked onto the couch with a sigh of relief 
plunk,verb-intransitive,To emit a hollow twanging sound
plunk,verb,To drop or throw heavily onto or into something so that it makes a sound
plunk,verb-intransitive,To make a quick hollow metallic or harsh sound as by pulling hard on a taut string and quickly releasing it of a raven to croak
plunk,verb-intransitive,To drop or sink down suddenly or heavily to plump
plunk,verb-intransitive,To play truant or hooky
plunk,verb-transitive,To pluck and release quickly a musical string to twang
plunk,verb-transitive,To throw push drive heavily plumply or suddenly  also to hit or strike
plunk,verb-transitive,To be a truant from school
plunk,verb,make or move along with a sound as of a horses hooves striking the ground
plunk,verb,drop steeply
plunk,verb,pull lightly but sharply with a plucking motion
plunk,verb,set something or oneself down with or as if with a noise
pocket,verb-transitive,To place in or as if in a pocket
pocket,verb-transitive,To take possession of for oneself especially dishonestly  pocketed the receipts from the charity dance 
pocket,verb-transitive,To accept or tolerate an insult for example
pocket,verb-transitive,To conceal or suppress  I pocketed my pride and asked for a raise 
pocket,verb-transitive,To prevent a bill from becoming law by failing to sign until the adjournment of the legislature
pocket,verb,To put something into a pocket
pocket,verb,To cause a ball to go into one of the pockets of the table to complete a shot
pocket,verb,To take and keep especially money that which is not ones own
pocket,verb,To shoplift to steal
pocket,verb-transitive,To put or conceal in the pocket
pocket,verb-transitive,To take clandestinely or fraudulently
pocket,verb,put in ones pocket
pocket,verb,take unlawfully
point,verb-transitive,To direct or aim  point a weapon  See Synonyms at aim
point,verb-transitive,To bring something to notice  pointed out an error in their reasoning 
point,verb-transitive,To indicate the position or direction of  pointed out the oldest buildings on the skyline 
point,verb-transitive,To sharpen a pencil for example provide with a point
point,verb-transitive,To separate with decimal points  pointing off the hundredths place in a column of figures 
point,verb-transitive,To mark text with points punctuate
point,verb-transitive,To give emphasis to stress  comments that simply point up flawed reasoning 
point,verb-transitive,To indicate the presence and position of game by standing immobile and directing the muzzle toward it Used of a hunting dog
point,verb-transitive,To fill and finish the joints of masonry with cement or mortar
point,verb-intransitive,To direct attention or indicate position with or as if with the finger
point,verb-intransitive,To turn the mind or thought in a particular direction or to a particular conclusion  All indications point to an early spring 
point,verb-intransitive,To be turned or faced in a given direction aim
point,verb-intransitive,To indicate the presence and position of game Used of a hunting dog
point,verb,To extend the index finger in the direction of something in order to show where it is or to draw attention to it
point,verb,To draw attention to something or indicate a direction
point,verb,to indicate a probability of something
point,verb,To repair mortar
point,verb,To direct or encourage someone in a particular direction
point,verb,to separate an integer from a decimal with a decimal point
point,verb,to mark with diacritics
point,verb,To direct the central processing unit to seek information at a certain location in memory
point,verb,To direct requests sent to a domain name to the IP address corresponding to that domain name
point,verb,to sail close to the wind
point,verb,To appoint
point,verb-intransitive,To direct the point of something as of a finger for the purpose of designating an object and attracting attention to it  with at
point,verb-intransitive,To indicate the presence of game by fixed and steady look as certain hunting dogs do
point,verb-intransitive,To approximate to the surface to head  said of an abscess
point,verb-transitive,To give a point to to sharpen to cut forge grind or file to an acute end Used also figuratively
point,verb-transitive,To direct toward an abject to aim
point,verb-transitive,To supply with punctuation marks to punctuate
point,verb-transitive,To mark a text as in Arabic or Hebrew with vowel points  also called vocalize
point,verb-transitive,To give particular prominence to to designate in a special manner to indicate as if by pointing
point,verb-transitive,To indicate or discover by a fixed look as game
point,verb-transitive,To fill up and finish the joints of a wall by introducing additional cement or mortar and bringing it to a smooth surface
point,verb-transitive,To cut as a surface with a pointed tool
point out,verb,To identify among a group of similar subjects or in a scene where the subject might not be readily seen or noticed with a gesture of the body
point out,verb,To tell remind indicate
point out,verb,make or write a comment on
point out,verb,present and urge reasons in opposition
point out,verb,point out carefully and clearly
polish,verb-transitive,To make smooth and shiny by rubbing or chemical action
polish,verb-transitive,To remove the outer layers from grains of rice by rotation in drums
polish,verb-transitive,To free from coarseness refine  polish ones manners 
polish,verb-transitive,To remove flaws from perfect or complete  polish ones piano technique polish up the lyrics 
polish,verb-intransitive,To become smooth or shiny by or as if by being rubbed
polish,verb-intransitive,To become perfect or refined
polish,verb,To shine to make a surface very smooth or shiny by rubbing cleaning or grinding
polish,verb,To refine remove imperfections from
polish,verb,To apply shoe polish to shoes
polish,verb-intransitive,To become smooth as from friction to receive a gloss to take a smooth and glossy surface
polish,verb-transitive,To make smooth and glossy usually by friction to burnish to overspread with luster
polish,verb,bring to a highly developed finished or refined state
polish,verb,make a surface shine
polish,verb,improve or perfect by pruning or polishing
poop,verb-transitive,To break over the stern of a ship
poop,verb-transitive,To take a wave over the stern
poop,verb-intransitive,To defecate
poop,verb,To break seawater with the poop of a vessel especially the poop deck
poop,verb,To ship over the stern
poop,verb,To defecate
poop,verb-intransitive,To make a noise to pop also to break wind
poop,verb-transitive,To break over the poop or stern as a wave
poop,verb-transitive,To strike in the stern as by collision
pop,verb-intransitive,To make a short sharp explosive sound
pop,verb-intransitive,To burst open with a short sharp explosive sound
pop,verb-intransitive,To move quickly or unexpectedly appear abruptly  At last the cottage popped into view 
pop,verb-intransitive,To open wide suddenly  The childs eyes popped with astonishment 
pop,verb-intransitive,To shoot a firearm such as a pistol
pop,verb-intransitive,To release a clutch suddenly
pop,verb-transitive,To cause to make a sharp bursting sound
pop,verb-transitive,To cause to explode with a sharp bursting sound  popped the balloon 
pop,verb-transitive,To put or thrust suddenly or unexpectedly popping a crisp plump shrimp into her mouth   Kathleen Winsor 
pop,verb-transitive,To discharge a firearm
pop,verb-transitive,To fire at shoot
pop,verb-transitive,To hit or strike  popped me on the head 
pop,verb,To burst something to cause to burst
pop,verb,To act suddenly unexpectedly or quickly
pop,verb,To hit
pop,verb,To ejaculate
pop,verb,To remove a data item from the top of a stack
pop,verb,To place something somewhere
pop,verb,To swallow a tablet of a drug
pop,verb,To perform a move or stunt while riding a board or vehicle
pop,verb,To undergo equalization of pressure when the Eustachian tubes open
pop,verb-intransitive,To make a pop or sharp quick sound
pop,verb-intransitive,To enter or issue forth with a quick sudden movement to move from place to place suddenly to dart  with in out upon off etc
pop,verb-intransitive,To burst open with a pop when heated over a fire
pop,verb-transitive,To thrust or push suddenly to offer suddenly to bring suddenly and unexpectedly to notice
pop,verb-transitive,To cause to pop to cause to burst open by heat as grains of Indian corn
pop,verb-transitive,To eat or swallow  of food especially snacks in small pieces
pop,verb,bulge outward
pop,verb,release suddenly
pop,verb,hit a popfly
pop,verb,drink down entirely
pop,verb,cause to burst with a loud explosive sound
pop,verb,put or thrust suddenly and forcefully
pop,verb,burst open with a sharp explosive sound
pop,verb,appear suddenly or unexpectedly
pop,verb,take drugs especially orally
pop,verb,fire a weapon with a loud explosive noise
pop,verb,cause to make a sharp explosive sound
pop,verb,make a sharp explosive noise
pop,verb,hit or strike
pop out,verb,To leave a room or building with the expectation of returning soon
pop out,verb,To be retired after three strikes including a popouts pop fly on the third strike
pop out,verb,exit briefly
pop out,verb,appear suddenly
pop out,verb,bulge outward
pop out,verb,come out suddenly or forcefully
pose,verb-intransitive,To assume or hold a particular position or posture as in sitting for a portrait
pose,verb-intransitive,To affect a particular mental attitude
pose,verb-intransitive,To represent oneself falsely pretend to be other than what one is
pose,verb-transitive,To place a model for example in a specific position
pose,verb-transitive,To set forth in words propound  pose a question 
pose,verb-transitive,To put forward present  pose a threat  See Synonyms at propose
pose,verb-transitive,To puzzle confuse or baffle
pose,verb,set in place arrange
pose,verb,to constitute a danger a threat a risk etc
pose,verb,assume or maintain a pose
pose,verb,To interrogate to question
pose,verb,To question with a view to puzzling to embarrass by questioning or scrutiny to bring to a stand
pose,verb,To ask someone questions to interrogate
pose,verb,To perplex or confuse someone
pose,verb-intransitive,To assume and maintain a studied attitude with studied arrangement of drapery to strike an attitude to attitudinize figuratively to assume or affect a certain character
pose,verb-transitive,To place in an attitude or fixed position for the sake of effect to arrange the posture and drapery of a person in a studied manner
pose,verb-transitive,To interrogate to question
pose,verb-transitive,To question with a view to puzzling to embarrass by questioning or scrutiny to bring to a stand
pose,verb,put into a certain place or abstract location
pose,verb,be a mystery or bewildering to
pose,verb,introduce
pose,verb,assume a posture as for artistic purposes
pose,verb,pretend to be someone you are not sometimes with fraudulent intentions
pose,verb,behave affectedly or unnaturally in order to impress others
pot,verb-transitive,To place or plant in a pot  pot a geranium 
pot,verb-transitive,To preserve food in a pot
pot,verb-transitive,To cook in a pot
pot,verb-transitive,To shoot game for food rather than for sport
pot,verb-intransitive,To make or shape objects from clay as on a potters wheel
pot,verb,To put something into a pot
pot,verb,To preserve by bottling or canning eg potted meat
pot,verb,To cause a ball to fall into a pocket
pot,verb,To be capable of being potted
pot,verb,To send someone to gaol expeditiously
pot,verb,To tipple to drink
pot,verb-intransitive,To tipple to drink
pot,verb-intransitive,To take a pot shot or shots as at game or an enemy
pot,verb-transitive,To place or inclose in pots
pot,verb-transitive,To preserve seasoned in pots
pot,verb-transitive,To set out or cover in pots
pot,verb-transitive,To drain
pot,verb-transitive,To pocket
pot,verb-transitive,To shoot for the pot ie cooking to secure or hit by a pot shot to shoot when no special skill is needed
pot,verb-transitive,To secure gain win bag
pot,verb,plant in a pot
pounce,verb-intransitive,To spring or swoop with intent to seize someone or something  a cat that pounced on a mouse watched the falcon pounce on the baby rabbit 
pounce,verb-intransitive,To attack suddenly  irregular troops who pounced on the convoy at a narrow pass a colleague who pounced on me because of a mistake in my report 
pounce,verb-intransitive,To seize something swiftly and eagerly  pounce on an opportunity 
pounce,verb-transitive,To seize with or as if with talons
pounce,verb-transitive,To sprinkle smooth or treat with pounce
pounce,verb-transitive,To transfer a stenciled design with pounce
pounce,verb-transitive,To ornament metal for example by perforating from the back with a pointed implement
pounce,verb,To leap into the air intending to seize someone or something
pounce,verb,To attack suddenly
pounce,verb,To eagerly seize an opportunity
pounce,verb-intransitive,To fall suddenly and seize with the claws  with on or upon Also used figuratively
pounce,verb-transitive,To sprinkle or rub with pounce
pounce,verb-transitive,To strike or seize with the talons to pierce as with the talons
pounce,verb-transitive,To punch to perforate to stamp holes in or dots on by way of ornament
pounce,verb,move down on as if in an attack
pour,verb-transitive,To make a liquid or granular solid stream or flow as from a container
pour,verb-transitive,To send forth produce express or utter copiously as if in a stream or flood  poured money into the project poured out my inner thoughts 
pour,verb-intransitive,To stream or flow continuously or profusely
pour,verb-intransitive,To rain hard or heavily
pour,verb-intransitive,To pass or proceed in large numbers or quantity  Students poured into the auditorium 
pour,verb-intransitive,To serve a beverage such as tea or coffee to a gathering  We need someone to pour 
pour,verb,To cause to flow in a stream as a liquid or anything flowing like a liquid either out of a vessel or into it
pour,verb,To send forth as in a stream or a flood to emit to let escape freely or wholly
pour,verb,To send forth from as in a stream to discharge uninterruptedly
pour,verb,To flow pass or issue in or as a stream to fall continuously and abundantly as the rain pours
pour,verb-intransitive,To pore
pour,verb-intransitive,To flow pass or issue in a stream or as a stream to fall continuously and abundantly
pour,verb-transitive,To cause to flow in a stream as a liquid or anything flowing like a liquid either out of a vessel or into it
pour,verb-transitive,To send forth as in a stream or a flood to emit to let escape freely or wholly
pour,verb-transitive,To send forth from as in a stream to discharge uninterruptedly
pour,verb,cause to run
pour,verb,supply in large amounts or quantities
pour,verb,move in large numbers
pour,verb,rain heavily
pour,verb,flow in a spurt
pour,verb,pour out
pour out,verb,To serve a drink into a cup or glass
pour out,verb,To distribute or spread something as if it were a liquid
pour out,verb,To leave a place quickly and in large numbers
pour out,verb,To talk volubly and deeply Usually implies telling the truth
pour out,verb,pour out
pour out,verb,express without restraint
pour out,verb,pour out
pour out,verb,be disgorged
pout,verb-intransitive,To exhibit displeasure or disappointment sulk
pout,verb-intransitive,To protrude the lips in an expression of displeasure or sulkiness
pout,verb-intransitive,To project or protrude
pout,verb-transitive,To push out or protrude the lips
pout,verb-transitive,To utter or express with a pout
pout,verb,To push out ones lips
pout,verb,To be or pretend to be illtempered to sulk
pout,verb,To say while pouting
pout,verb,To shoot poults
pout,verb-intransitive,To shoot pouts
pout,verb-intransitive,To thrust out the lips as in sullenness or displeasure hence to look sullen
pout,verb-intransitive,To protrude
pout,verb,make a sad face and thrust out ones lower lip
pout,verb,be in a huff and display ones displeasure
practice,verb-transitive,To do or perform habitually or customarily make a habit of  practices courtesy in social situations 
practice,verb-transitive,To do or perform something repeatedly in order to acquire or polish a skill  practice a dance step 
practice,verb-transitive,To give lessons or repeated instructions to drill  practiced the students in handwriting 
practice,verb-transitive,To work at especially as a profession  practice law 
practice,verb-transitive,To carry out in action observe  practices a religion piously 
practice,verb-intransitive,To do or perform something habitually or repeatedly
practice,verb-intransitive,To do something repeatedly in order to acquire or polish a skill
practice,verb-intransitive,To work at a profession
practice,verb,To repeat an activity as a way of improving ones skill in that activity
practice,verb,To repeat an activity in this way
practice,verb,To perform or observe in a habitual fashion
practice,verb,To pursue a career especially law fine art or medicine
practice,verb,To conspire
practice,verb,Alternative spelling of practise
practice,verb-intransitive,To perform certain acts frequently or customarily either for instruction profit or amusement
practice,verb-intransitive,To learn by practice to form a habit
practice,verb-intransitive,To try artifices or stratagems
practice,verb-intransitive,To apply theoretical science or knowledge esp by way of experiment to exercise or pursue an employment or profession esp that of medicine or of law
practice,verb-transitive,To do or perform frequently customarily or habitually to make a practice of
practice,verb-transitive,To exercise or follow as a profession trade art etc 
practice,verb-transitive,To exercise ones self in for instruction or improvement or to acquire discipline or dexterity
practice,verb-transitive,To put into practice to carry out to act upon to commit to execute to do
practice,verb-transitive,To make use of to employ
practice,verb-transitive,To teach or accustom by practice to train
practice,verb,avail oneself to
practice,verb,learn by repetition
practice,verb,engage in a rehearsal of
practice,verb,carry out or practice as of jobs and professions
practice,verb,engage in or perform
prance,verb-intransitive,To spring forward on the hind legs Used of a horse
prance,verb-intransitive,To spring or bound forward in a manner reminiscent of a spirited horse
prance,verb-intransitive,To ride a horse moving in such a fashion
prance,verb-intransitive,To walk or move about spiritedly strut
prance,verb-transitive,To cause a horse to prance
prance,verb,To spring forward on the hind legs
prance,verb,To strut about
prance,verb-intransitive,To spring or bound as a horse in high mettle
prance,verb-intransitive,To ride on a prancing horse to ride in an ostentatious manner
prance,verb-intransitive,To walk or strut about in a pompous showy manner or with warlike parade
prance,verb,cause a horse to bound spring forward
prance,verb,spring forward on the hind legs
prance,verb,to walk with a lofty proud gait often in an attempt to impress others
prance,verb,ride a horse such that it springs and bounds forward
pray,verb-intransitive,To utter or address a prayer or prayers to God a god or another object of worship
pray,verb-intransitive,To make a fervent request or entreaty
pray,verb-transitive,To utter or say a prayer or prayers to address by prayer
pray,verb-transitive,To ask someone imploringly beseech Now often used elliptically for I pray you to introduce a request or entreaty  Pray be careful 
pray,verb-transitive,To make a devout or earnest request for  I pray your permission to speak 
pray,verb-transitive,To move or bring by prayer or entreaty
pray,verb,To petition or solicit help from a supernatural or higher being
pray,verb,To humbly beg a person for aid or their time
pray,verb,to communicate with God for any reason
pray,verb-intransitive,To make request with earnestness or zeal as for something desired to make entreaty or supplication to offer prayer to a deity or divine being as a religious act specifically to address the Supreme Being with adoration confession supplication and thanksgiving
pray,verb-transitive,To address earnest request to to supplicate to entreat to implore to beseech
pray,verb-transitive,To ask earnestly for to seek to obtain by supplication to entreat for
pray,verb-transitive,To effect or accomplish by praying
pray,verb,address a deity a prophet a saint or an object of worship say a prayer
pray,verb,call upon in supplication entreat
preach,verb-transitive,To proclaim or put forth in a sermon  preached the gospel 
preach,verb-transitive,To advocate especially to urge acceptance of or compliance with  preached tolerance and peaceful coexistence 
preach,verb-transitive,To deliver a sermon
preach,verb-intransitive,To deliver a sermon
